Server,Percentage of resolution,increass FOV of camera,Duplication,objects in the Scene,Vertices in the Scene,Edges in the Scene,Faces in the Scene,Lights,Point lights,Sun lights,Spot lights,Hemi lights,Area lights,Materials in the Scene,Texeures in the Scene,Objects in Camera view,Vertices in Camera view,Edges in Camera view,Faces in Camera view,Materials in Camera view,Textures in Camera view,Area of face,Width,Height,pixels,Coverage,Render time
0,60,0.122,8,2563,387584,782336,399104,768,0,0,0,0,768,4,5,1332,102569,210199,108520,4,5,109616.6393,1152,648,2985984,0.993295043,3177.781568
0,60,0.244,4,163,24224,48896,24944,48,0,0,0,0,48,4,5,107,9996,20358,10470,4,5,10603.90148,1152,648,2985984,0.830226272,42.383321
0,60,0.244,5,323,48448,97792,49888,96,0,0,0,0,96,4,5,161,13350,27172,13948,4,5,3337.983369,1152,648,2985984,0.711646492,107.290631
0,60,0.244,6,643,96896,195584,99776,192,0,0,0,0,192,4,5,315,19600,39797,20485,4,5,62056.97316,1152,648,2985984,0.919221743,370.94992
0,60,0.244,7,1283,193792,391168,199552,384,0,0,0,0,384,4,5,657,58835,119760,61471,4,5,33755.91791,1152,648,2985984,0.973111434,507.529784
0,60,0.244,8,2563,387584,782336,399104,768,0,0,0,0,768,4,5,1296,107545,219994,113404,4,5,16713.26088,1152,648,2985984,0.9653405,4482.355504
0,60,0.366,4,163,24224,48896,24944,48,0,0,0,0,48,4,5,93,8918,18055,9226,4,5,1839.01065,1152,648,2985984,0.654933073,17.320312
0,60,0.366,5,323,48448,97792,49888,96,0,0,0,0,96,4,5,235,27550,56166,28879,4,5,20118.01727,1152,648,2985984,0.851471605,151.590682
0,60,0.366,6,643,96896,195584,99776,192,0,0,0,0,192,4,5,377,36994,75620,38967,4,5,6937.062907,1152,648,2985984,0.812769043,453.164141
0,60,0.366,7,1283,193792,391168,199552,384,0,0,0,0,384,4,5,800,79628,161963,83134,4,5,23216.82212,1152,648,2985984,0.883132262,1683.094076
0,60,0.366,8,2563,387584,782336,399104,768,0,0,0,0,768,4,5,1468,143620,291544,149379,4,5,34368.9746,1152,648,2985984,0.966633455,2754.22942
0,60,0.488,4,163,24224,48896,24944,48,0,0,0,0,48,4,5,98,10172,20533,10465,4,5,1115.127737,1152,648,2985984,0.837899499,29.077931
0,60,0.488,5,323,48448,97792,49888,96,0,0,0,0,96,4,5,230,24489,49773,25557,4,5,23844.02525,1152,648,2985984,0.917806996,109.1034
0,60,0.488,6,643,96896,195584,99776,192,0,0,0,0,192,4,5,464,56006,113870,58435,4,5,11180.14379,1152,648,2985984,0.915531122,718.636018
0,60,0.488,7,1283,193792,391168,199552,384,0,0,0,0,384,4,5,886,99070,201954,103851,4,5,64624.13222,1152,648,2985984,0.973021984,1369.870447
0,60,0.488,8,2563,387584,782336,399104,768,0,0,0,0,768,4,5,1384,126198,255591,130642,4,5,51442.6969,1152,648,2985984,0.991502842,1852.270353
0,80,0,4,163,24224,48896,24944,48,0,0,0,0,48,4,5,85,8168,16669,8572,4,5,898.8157174,1536,864,5308416,0.535430248,80.841368
0,80,0,5,323,48448,97792,49888,96,0,0,0,0,96,4,5,244,28133,57280,29422,4,5,9737.477463,1536,864,5308416,0.913274327,394.521785
0,80,0,6,643,96896,195584,99776,192,0,0,0,0,192,4,5,365,32525,66832,34586,4,5,47334.65367,1536,864,5308416,0.951389739,556.325177
0,80,0,7,1283,193792,391168,199552,384,0,0,0,0,384,4,5,787,80014,162869,83627,4,5,30493.51275,1536,864,5308416,0.92263612,1525.932033
0,80,0,8,2563,387584,782336,399104,768,0,0,0,0,768,4,5,1195,69720,144451,75337,4,5,78530.89564,1536,864,5308416,0.978010392,4949.803111
0,80,0.122,4,163,24224,48896,24944,48,0,0,0,0,48,4,5,111,12145,24736,12721,4,5,2784.259401,1536,864,5308416,0.8554573,155.818739
0,80,0.122,5,323,48448,97792,49888,96,0,0,0,0,96,4,5,202,21113,42932,22025,4,5,11992.00524,1536,864,5308416,0.900999398,204.240541
0,80,0.122,6,643,96896,195584,99776,192,0,0,0,0,192,4,5,311,20765,42612,22059,4,5,23086.17329,1536,864,5308416,0.927628529,616.13363
0,80,0.122,7,1283,193792,391168,199552,384,0,0,0,0,384,4,5,761,71033,145079,74738,4,5,33161.68994,1536,864,5308416,0.988487578,2712.139564
0,80,0.122,8,2563,387584,782336,399104,768,0,0,0,0,768,4,5,1495,140115,284675,145962,4,5,37126.44206,1536,864,5308416,0.984262433,6704.590811
0,80,0.244,4,163,24224,48896,24944,48,0,0,0,0,48,4,5,114,12896,26246,13475,4,5,16571.65005,1536,864,5308416,0.760676257,61.885987
0,80,0.244,5,323,48448,97792,49888,96,0,0,0,0,96,4,5,185,16686,34061,17545,4,5,40728.33018,1536,864,5308416,0.911956391,194.457463
0,80,0.244,6,643,96896,195584,99776,192,0,0,0,0,192,4,5,503,61005,124032,63647,4,5,23842.15873,1536,864,5308416,0.932188814,751.597089
0,80,0.244,7,1283,193792,391168,199552,384,0,0,0,0,384,4,5,769,72281,147732,76121,4,5,98146.31943,1536,864,5308416,0.977333399,1377.147782
0,80,0.244,8,2563,387584,782336,399104,768,0,0,0,0,768,4,5,1590,156477,318489,163529,4,5,168907.0316,1536,864,5308416,0.996028998,3033.567872
0,80,0.366,4,163,24224,48896,24944,48,0,0,0,0,48,4,5,113,11289,23030,11854,4,5,16729.97887,1536,864,5308416,0.826144578,131.500239
0,80,0.366,5,323,48448,97792,49888,96,0,0,0,0,96,4,5,190,18529,37796,19445,4,5,12994.06512,1536,864,5308416,0.883000431,216.096351
0,80,0.366,6,643,96896,195584,99776,192,0,0,0,0,192,4,5,376,38022,77235,39579,4,5,30999.41938,1536,864,5308416,0.861385577,418.612165
0,80,0.366,7,1283,193792,391168,199552,384,0,0,0,0,384,4,5,712,67335,136472,69816,4,5,27311.82194,1536,864,5308416,0.898543817,1142.464899
0,80,0.366,8,2563,387584,782336,399104,768,0,0,0,0,768,4,5,1425,126784,258563,132985,4,5,76537.39006,1536,864,5308416,0.985735932,4519.634831
0,80,0.488,4,163,24224,48896,24944,48,0,0,0,0,48,4,5,88,7802,15932,8203,4,5,1511.354796,1536,864,5308416,0.46379061,34.10622
0,80,0.488,5,323,48448,97792,49888,96,0,0,0,0,96,4,5,197,20279,41392,21304,4,5,2866.207712,1536,864,5308416,0.514276101,250.642293
0,80,0.488,6,643,96896,195584,99776,192,0,0,0,0,192,4,5,370,36911,74998,38460,4,5,17310.44138,1536,864,5308416,0.89275639,363.269209
0,80,0.488,7,1283,193792,391168,199552,384,0,0,0,0,384,4,5,781,78634,159571,81768,4,5,17127.15346,1536,864,5308416,0.996369,1545.349307
0,80,0.488,8,2563,387584,782336,399104,768,0,0,0,0,768,4,5,1527,134377,273915,141053,4,5,37339.82216,1536,864,5308416,0.993831698,6705.009334
0,100,0,4,163,24224,48896,24944,48,0,0,0,0,48,4,5,124,14524,29469,15102,4,5,3021.932487,1920,1080,8294400,0.805497607,158.520406
0,100,0,5,323,48448,97792,49888,96,0,0,0,0,96,4,5,149,11186,22908,11810,4,5,19463.21109,1920,1080,8294400,0.830106168,123.093888
0,100,0,6,643,96896,195584,99776,192,0,0,0,0,192,4,5,346,27521,56492,29189,4,5,58842.76046,1920,1080,8294400,0.974622463,840.130453
0,100,0,7,1283,193792,391168,199552,384,0,0,0,0,384,4,5,651,45348,93418,48430,4,5,107083.3451,1920,1080,8294400,0.984708676,2215.980799
0,100,0,8,2563,387584,782336,399104,768,0,0,0,0,768,4,5,1673,172915,352506,181164,4,5,171128.4404,1920,1080,8294400,0.987286201,5976.193418
0,100,0.122,4,163,24224,48896,24944,48,0,0,0,0,48,4,5,115,12987,26380,13519,4,5,14108.71096,1920,1080,8294400,0.771007861,165.211004
0,100,0.122,5,323,48448,97792,49888,96,0,0,0,0,96,4,5,184,18482,37593,19292,4,5,4103.769712,1920,1080,8294400,0.932520372,298.651022
0,100,0.122,6,643,96896,195584,99776,192,0,0,0,0,192,4,5,398,41442,84451,43392,4,5,4157.066954,1920,1080,8294400,0.917647607,1730.527301
0,100,0.122,7,1283,193792,391168,199552,384,0,0,0,0,384,4,5,812,84175,171198,87841,4,5,17133.50301,1920,1080,8294400,0.970301481,4274.733857
0,100,0.122,8,2563,387584,782336,399104,768,0,0,0,0,768,4,5,1448,138067,281640,144857,4,5,182742.0046,1920,1080,8294400,0.985935478,3818.123803
0,100,0.244,4,163,24224,48896,24944,48,0,0,0,0,48,4,5,115,14108,28653,14689,4,5,1913.594135,1920,1080,8294400,0.606297679,128.239231
0,100,0.244,5,323,48448,97792,49888,96,0,0,0,0,96,4,5,231,28367,57578,29499,4,5,5563.902195,1920,1080,8294400,0.81524884,415.273271
0,100,0.244,6,643,96896,195584,99776,192,0,0,0,0,192,4,5,462,51763,105345,54095,4,5,44061.49666,1920,1080,8294400,0.980942085,1150.311379
0,100,0.244,7,1283,193792,391168,199552,384,0,0,0,0,384,4,5,638,47288,96974,50127,4,5,19142.17252,1920,1080,8294400,0.965839984,3281.818131
0,100,0.244,8,2563,387584,782336,399104,768,0,0,0,0,768,4,5,1521,133903,273924,141344,4,5,155446.4738,1920,1080,8294400,0.998592922,5587.378716
0,100,0.366,4,163,24224,48896,24944,48,0,0,0,0,48,4,5,130,15363,31225,16019,4,5,8525.381803,1920,1080,8294400,0.831319504,95.538258
0,100,0.366,5,323,48448,97792,49888,96,0,0,0,0,96,4,5,218,23654,48246,24814,4,5,24773.65015,1920,1080,8294400,0.861631692,193.081121
0,100,0.366,6,643,96896,195584,99776,192,0,0,0,0,192,4,5,422,45743,93069,47763,4,5,32672.64166,1920,1080,8294400,0.964702193,720.779072
0,100,0.366,7,1283,193792,391168,199552,384,0,0,0,0,384,4,5,696,62100,126434,64956,4,5,9749.736439,1920,1080,8294400,0.949091877,2929.607667
0,100,0.366,8,2563,387584,782336,399104,768,0,0,0,0,768,4,5,1345,112042,229008,117997,4,5,52756.7009,1920,1080,8294400,0.987285985,10772.51219
0,100,0.488,4,163,24224,48896,24944,48,0,0,0,0,48,4,5,97,9803,19950,10238,4,5,1371.432647,1920,1080,8294400,0.617691683,221.203995
0,100,0.488,5,323,48448,97792,49888,96,0,0,0,0,96,4,5,230,26740,54407,27945,4,5,11894.00307,1920,1080,8294400,0.926368697,271.46171
0,100,0.488,6,643,96896,195584,99776,192,0,0,0,0,192,4,5,392,41672,84657,43397,4,5,21189.52949,1920,1080,8294400,0.925774125,857.905492
0,100,0.488,7,1283,193792,391168,199552,384,0,0,0,0,384,4,5,630,46407,95886,49907,4,5,6424.693842,1920,1080,8294400,0.901576442,1853.047268
0,100,0.488,8,2563,387584,782336,399104,768,0,0,0,0,768,4,5,1572,153825,313498,161301,4,5,49497.47719,1920,1080,8294400,0.986945215,8673.316019
0,20,0,4,163,24224,48896,24944,48,0,0,0,0,48,2,4,110,11740,23924,12297,2,4,2417.200021,384,216,331776,0.843222097,13.961497
0,20,0,5,323,48448,97792,49888,96,0,0,0,0,96,2,4,210,22210,45276,23280,2,4,4806.989816,384,216,331776,0.972265192,45.466005
0,20,0,6,643,96896,195584,99776,192,0,0,0,0,192,2,4,375,37816,77007,39558,2,4,4863.526688,384,216,331776,0.924491407,118.066863
0,20,0,7,1283,193792,391168,199552,384,0,0,0,0,384,2,4,819,87248,177409,90996,2,4,29500.145,384,216,331776,0.972221889,294.595642
0,20,0,8,2563,387584,782336,399104,768,0,0,0,0,768,2,4,1461,132803,271870,140234,2,4,41942.0747,384,216,331776,0.98328289,977.218473
0,20,0.122,4,163,24224,48896,24944,48,0,0,0,0,48,2,4,81,6145,12584,6493,2,4,943.4876032,384,216,331776,0.484142332,12.902597
0,20,0.122,5,323,48448,97792,49888,96,0,0,0,0,96,2,4,220,24020,48840,25055,2,4,8865.936356,384,216,331776,0.914509139,47.176908
0,20,0.122,6,643,96896,195584,99776,192,0,0,0,0,192,2,4,484,56053,114109,58594,2,4,66352.47589,384,216,331776,0.881720362,64.105373
0,20,0.122,7,1283,193792,391168,199552,384,0,0,0,0,384,2,4,635,51957,106099,54611,2,4,72975.28589,384,216,331776,0.963680164,132.5968
0,20,0.122,8,2563,387584,782336,399104,768,0,0,0,0,768,2,4,1354,103740,213123,110391,2,4,179592.8422,384,216,331776,0.995860429,645.461773
0,20,0.244,4,163,24224,48896,24944,48,0,0,0,0,48,2,4,140,19258,39070,20011,2,4,4239.899398,384,216,331776,0.768598727,13.792071
0,20,0.244,5,323,48448,97792,49888,96,0,0,0,0,96,2,4,221,24913,50710,26030,2,4,6059.465567,384,216,331776,0.86938528,33.974625
0,20,0.244,6,643,96896,195584,99776,192,0,0,0,0,192,2,4,322,27435,56035,28845,2,4,25921.92689,384,216,331776,0.842756452,38.010683
0,20,0.244,7,1283,193792,391168,199552,384,0,0,0,0,384,2,4,796,82198,167198,85812,2,4,24284.8235,384,216,331776,0.954214994,272.612048
0,20,0.244,8,2563,387584,782336,399104,768,0,0,0,0,768,2,4,1461,139341,284455,146341,2,4,249280.4767,384,216,331776,0.990716246,296.335607
0,20,0.366,4,163,24224,48896,24944,48,0,0,0,0,48,2,4,133,16978,34494,17688,2,4,6124.871489,384,216,331776,0.678515078,10.300934
0,20,0.366,5,323,48448,97792,49888,96,0,0,0,0,96,2,4,235,25483,52124,26876,2,4,24361.0736,384,216,331776,0.95465154,38.727184
0,20,0.366,6,643,96896,195584,99776,192,0,0,0,0,192,2,4,328,28603,57969,29663,2,4,27871.30556,384,216,331776,0.830734773,54.973601
0,20,0.366,7,1283,193792,391168,199552,384,0,0,0,0,384,2,4,767,74732,151307,77387,2,4,18090.11037,384,216,331776,0.981769443,213.949458
0,20,0.366,8,2563,387584,782336,399104,768,0,0,0,0,768,2,4,1280,102622,209433,107766,2,4,443465.8295,384,216,331776,0.916684764,182.835182
0,20,0.488,4,163,24224,48896,24944,48,0,0,0,0,48,2,4,102,10598,21505,11016,2,4,991.6140386,384,216,331776,0.641603941,10.677012
0,20,0.488,5,323,48448,97792,49888,96,0,0,0,0,96,2,4,214,24867,50564,25935,2,4,10839.03516,384,216,331776,0.919787327,28.527053
0,20,0.488,6,643,96896,195584,99776,192,0,0,0,0,192,2,4,429,47856,97503,50118,2,4,33413.85679,384,216,331776,0.920407603,67.274124
0,20,0.488,7,1283,193792,391168,199552,384,0,0,0,0,384,2,4,660,50662,102882,52800,2,4,56375.81948,384,216,331776,0.946245501,123.51736
0,20,0.488,8,2563,387584,782336,399104,768,0,0,0,0,768,2,4,1605,164336,334034,171341,2,4,75215.38004,384,216,331776,0.99363426,620.811166
0,40,0,4,163,24224,48896,24944,48,0,0,0,0,48,2,4,94,9419,19214,9883,2,4,1872.548225,768,432,1327104,0.805544805,59.786101
0,40,0,5,323,48448,97792,49888,96,0,0,0,0,96,2,4,198,19657,40129,20643,2,4,6684.105993,768,432,1327104,0.842089153,127.657444
0,40,0,6,643,96896,195584,99776,192,0,0,0,0,192,2,4,368,37254,76164,39239,2,4,5344.913466,768,432,1327104,0.854330451,353.912449
0,40,0,7,1283,193792,391168,199552,384,0,0,0,0,384,2,4,762,73128,149668,77127,2,4,241855.2651,768,432,1327104,0.919998573,248.183402
0,40,0,8,2563,387584,782336,399104,768,0,0,0,0,768,2,4,1380,105498,217022,112456,2,4,140311.4677,768,432,1327104,0.997486228,1513.766733
0,40,0.122,4,163,24224,48896,24944,48,0,0,0,0,48,2,4,96,8898,18190,9373,2,4,4824.392625,768,432,1327104,0.741234612,26.562666
0,40,0.122,5,323,48448,97792,49888,96,0,0,0,0,96,2,4,181,16927,34504,17724,2,4,33675.00915,768,432,1327104,0.714990563,32.609114
0,40,0.122,6,643,96896,195584,99776,192,0,0,0,0,192,2,4,349,33249,67733,34771,2,4,28457.88706,768,432,1327104,0.902519494,221.628948
0,40,0.122,7,1283,193792,391168,199552,384,0,0,0,0,384,2,4,687,60649,123736,63648,2,4,8096.586785,768,432,1327104,0.964713924,958.916817
0,40,0.122,8,2563,387584,782336,399104,768,0,0,0,0,768,2,4,1682,169088,345284,177852,2,4,79021.78572,768,432,1327104,0.997877552,2101.064745
0,40,0.244,4,163,24224,48896,24944,48,0,0,0,0,48,2,4,91,7087,14553,7535,2,4,8211.673042,768,432,1327104,0.401267107,18.515963
0,40,0.244,5,323,48448,97792,49888,96,0,0,0,0,96,2,4,158,9522,19255,9895,2,4,7459.310485,768,432,1327104,0.764608324,54.246029
0,40,0.244,6,643,96896,195584,99776,192,0,0,0,0,192,2,4,383,37673,76443,39151,2,4,9187.837458,768,432,1327104,0.968164349,283.584984
0,40,0.244,7,1283,193792,391168,199552,384,0,0,0,0,384,2,4,746,75503,153331,78568,2,4,24114.05325,768,432,1327104,0.971472723,668.276312
0,40,0.244,8,2563,387584,782336,399104,768,0,0,0,0,768,2,4,1520,147278,300325,154390,2,4,234420.8142,768,432,1327104,0.953878669,699.74926
0,40,0.366,4,163,24224,48896,24944,48,0,0,0,0,48,2,4,101,10825,22036,11311,2,4,9457.128821,768,432,1327104,0.716170485,50.582498
0,40,0.366,5,323,48448,97792,49888,96,0,0,0,0,96,2,4,218,26041,52904,27107,2,4,20357.4988,768,432,1327104,0.884509127,71.337168
0,40,0.366,6,643,96896,195584,99776,192,0,0,0,0,192,2,4,496,61550,124628,63730,2,4,23530.92823,768,432,1327104,0.947056297,271.128602
0,40,0.366,7,1283,193792,391168,199552,384,0,0,0,0,384,2,4,776,75331,152463,77936,2,4,17958.63309,768,432,1327104,0.953644596,823.678659
0,40,0.366,8,2563,387584,782336,399104,768,0,0,0,0,768,2,4,1540,155021,315756,162243,2,4,45685.48202,768,432,1327104,0.98376252,1948.184893
0,40,0.488,4,163,24224,48896,24944,48,0,0,0,0,48,2,4,105,12194,24731,12653,2,4,3800.398908,768,432,1327104,0.840784847,36.278168
0,40,0.488,5,323,48448,97792,49888,96,0,0,0,0,96,2,4,201,20117,40891,20994,2,4,3924.678869,768,432,1327104,0.94006605,80.705444
0,40,0.488,6,643,96896,195584,99776,192,0,0,0,0,192,2,4,393,40495,82668,42564,2,4,7306.54554,768,432,1327104,0.92149871,238.191512
0,40,0.488,7,1283,193792,391168,199552,384,0,0,0,0,384,2,4,748,68572,138715,70972,2,4,14321.60418,768,432,1327104,0.986935508,790.918653
0,40,0.488,8,2563,387584,782336,399104,768,0,0,0,0,768,2,4,1571,153926,314471,161996,2,4,243439.1055,768,432,1327104,0.990644792,1128.482059
0,60,0,4,163,24224,48896,24944,48,0,0,0,0,48,2,4,111,13406,27277,13994,2,4,3772.832433,1152,648,2985984,0.70839107,132.164947
0,60,0,5,323,48448,97792,49888,96,0,0,0,0,96,2,4,173,16122,32845,16861,2,4,3356.154919,1152,648,2985984,0.773190376,191.778345
0,60,0,6,643,96896,195584,99776,192,0,0,0,0,192,2,4,374,33480,68425,35254,2,4,9235.057835,1152,648,2985984,0.94202805,854.772187
0,60,0,7,1283,193792,391168,199552,384,0,0,0,0,384,2,4,612,39417,81163,42094,2,4,15460.26276,1152,648,2985984,0.990671845,1168.678594
0,60,0,8,2563,387584,782336,399104,768,0,0,0,0,768,2,4,1461,134320,273667,140686,2,4,42154.0436,1152,648,2985984,0.997596511,3693.873283
0,60,0.122,4,163,24224,48896,24944,48,0,0,0,0,48,2,4,117,13323,27082,13894,2,4,11794.79562,1152,648,2985984,0.727233265,41.220512
0,60,0.122,5,323,48448,97792,49888,96,0,0,0,0,96,2,4,180,17317,35293,18140,2,4,3512.295035,1152,648,2985984,0.958494107,134.677477
0,60,0.122,6,643,96896,195584,99776,192,0,0,0,0,192,2,4,347,29066,59288,30494,2,4,7401.866157,1152,648,2985984,0.899813376,820.56386
0,60,0.122,7,1283,193792,391168,199552,384,0,0,0,0,384,2,4,685,56696,115805,59654,2,4,14367.98523,1152,648,2985984,0.92852026,1542.971338
0,60,0.122,8,2563,387584,782336,399104,768,0,0,0,0,768,2,4,1765,198233,402168,206004,2,4,52258.16918,1152,648,2985984,0.994384546,4496.841634
0,60,0.244,4,163,24224,48896,24944,48,0,0,0,0,48,2,4,117,13815,28064,14390,2,4,8823.188605,1152,648,2985984,0.888172066,60.989983
0,60,0.244,5,323,48448,97792,49888,96,0,0,0,0,96,2,4,206,22231,45267,23247,2,4,14578.48974,1152,648,2985984,0.854041606,139.239372
0,60,0.244,6,643,96896,195584,99776,192,0,0,0,0,192,2,4,426,46339,94378,48473,2,4,69534.07015,1152,648,2985984,0.961501691,270.434647
0,60,0.244,7,1283,193792,391168,199552,384,0,0,0,0,384,2,4,701,61456,125635,64762,2,4,18732.74003,1152,648,2985984,0.985574821,1752.878958
0,60,0.244,8,2563,387584,782336,399104,768,0,0,0,0,768,2,4,1299,112626,228669,117144,2,4,29632.13546,1152,648,2985984,0.977132041,2851.281408
0,60,0.366,4,163,24224,48896,24944,48,0,0,0,0,48,2,4,114,13007,26416,13546,2,4,6587.399174,1152,648,2985984,0.743831013,40.691331
0,60,0.366,5,323,48448,97792,49888,96,0,0,0,0,96,2,4,203,22129,44985,23069,2,4,9059.09887,1152,648,2985984,0.900133199,157.05182
0,60,0.366,6,643,96896,195584,99776,192,0,0,0,0,192,2,4,364,34387,69473,35500,2,4,11245.62009,1152,648,2985984,0.908849139,272.550778
0,60,0.366,7,1283,193792,391168,199552,384,0,0,0,0,384,2,4,709,68258,138313,70753,2,4,14722.765,1152,648,2985984,0.966905054,1131.764939
0,60,0.366,8,2563,387584,782336,399104,768,0,0,0,0,768,2,4,1273,85479,173940,89524,2,4,293124.0274,1152,648,2985984,0.995004857,1795.867705
0,60,0.488,4,163,24224,48896,24944,48,0,0,0,0,48,2,4,104,10903,22217,11428,2,4,7942.805375,1152,648,2985984,0.725513052,48.691626
0,60,0.488,5,323,48448,97792,49888,96,0,0,0,0,96,2,4,255,32609,66225,33935,2,4,18430.49799,1152,648,2985984,0.92585213,110.72448
0,60,0.488,6,643,96896,195584,99776,192,0,0,0,0,192,2,4,421,45872,93618,48167,2,4,53596.98686,1152,648,2985984,0.895241392,451.233043
0,60,0.488,7,1283,193792,391168,199552,384,0,0,0,0,384,2,4,711,55791,113713,58575,2,4,21548.20362,1152,648,2985984,0.985407206,1741.429052
0,60,0.488,8,2563,387584,782336,399104,768,0,0,0,0,768,2,4,1214,88255,181657,94233,2,4,29373.30114,1152,648,2985984,0.863878297,2040.263792
0,80,0,4,163,24224,48896,24944,48,0,0,0,0,48,2,4,126,16201,32894,16850,2,4,6491.877364,1536,864,5308416,0.752583828,124.042554
0,80,0,5,323,48448,97792,49888,96,0,0,0,0,96,2,4,214,23496,47668,24406,2,4,3408.232913,1536,864,5308416,0.83822759,248.961048
0,80,0,6,643,96896,195584,99776,192,0,0,0,0,192,2,4,333,29820,61046,31479,2,4,18899.73652,1536,864,5308416,0.870268615,279.231265
0,80,0,7,1283,193792,391168,199552,384,0,0,0,0,384,2,4,620,45894,93704,48229,2,4,17350.30126,1536,864,5308416,0.911302838,1184.962512
0,80,0,8,2563,387584,782336,399104,768,0,0,0,0,768,2,4,1107,54490,113073,59043,2,4,71017.6364,1536,864,5308416,0.923258668,4057.756386
0,80,0.122,4,163,24224,48896,24944,48,0,0,0,0,48,2,4,107,11921,24274,12470,2,4,4992.993524,1536,864,5308416,0.788739769,88.248194
0,80,0.122,5,323,48448,97792,49888,96,0,0,0,0,96,2,4,207,21458,43722,22473,2,4,7578.057686,1536,864,5308416,0.913303875,327.919498
0,80,0.122,6,643,96896,195584,99776,192,0,0,0,0,192,2,4,488,59653,121437,62375,2,4,30661.53714,1536,864,5308416,0.913918038,890.528731
0,80,0.122,7,1283,193792,391168,199552,384,0,0,0,0,384,2,4,627,44615,91589,47392,2,4,28364.41886,1536,864,5308416,0.782446418,1472.014433
0,80,0.122,8,2563,387584,782336,399104,768,0,0,0,0,768,2,4,1480,137850,281370,144793,2,4,95680.99722,1536,864,5308416,0.975403314,4944.386774
0,80,0.244,4,163,24224,48896,24944,48,0,0,0,0,48,2,4,95,8586,17519,9017,2,4,2844.205935,1536,864,5308416,0.766658381,44.94456
0,80,0.244,5,323,48448,97792,49888,96,0,0,0,0,96,2,4,220,24560,49800,25491,2,4,6776.896435,1536,864,5308416,0.760948493,186.583036
0,80,0.244,6,643,96896,195584,99776,192,0,0,0,0,192,2,4,416,45435,92319,47345,2,4,13762.4364,1536,864,5308416,0.958519344,1007.010486
0,80,0.244,7,1283,193792,391168,199552,384,0,0,0,0,384,2,4,602,47478,96628,49578,2,4,30758.06837,1536,864,5308416,0.965902117,1012.30859
0,80,0.244,8,2563,387584,782336,399104,768,0,0,0,0,768,2,4,1664,176501,358545,183808,2,4,58357.61146,1536,864,5308416,0.995194915,5106.258116
0,80,0.366,4,163,24224,48896,24944,48,0,0,0,0,48,2,4,125,15508,31434,16090,2,4,2761.48138,1536,864,5308416,0.657941691,212.041573
0,80,0.366,5,323,48448,97792,49888,96,0,0,0,0,96,2,4,250,31925,64775,33169,2,4,21605.18368,1536,864,5308416,0.924104349,197.781237
0,80,0.366,6,643,96896,195584,99776,192,0,0,0,0,192,2,4,312,20569,42181,21807,2,4,4634.926039,1536,864,5308416,0.887667609,637.579458
0,80,0.366,7,1283,193792,391168,199552,384,0,0,0,0,384,2,4,753,73627,149615,76687,2,4,45604.39377,1536,864,5308416,0.978410701,1250.064435
0,80,0.366,8,2563,387584,782336,399104,768,0,0,0,0,768,2,4,1548,141331,289020,148970,2,4,325995.5764,1536,864,5308416,0.952574514,2820.62828
0,80,0.488,4,163,24224,48896,24944,48,0,0,0,0,48,2,4,92,8710,17661,9041,2,4,1339.968346,1536,864,5308416,0.59543714,26.69806
0,80,0.488,5,323,48448,97792,49888,96,0,0,0,0,96,2,4,218,22875,46752,24092,2,4,39350.0543,1536,864,5308416,0.841844232,113.921786
0,80,0.488,6,643,96896,195584,99776,192,0,0,0,0,192,2,4,284,18966,38303,19537,2,4,6302.981326,1536,864,5308416,0.961544581,199.90032
0,80,0.488,7,1283,193792,391168,199552,384,0,0,0,0,384,2,4,847,88229,179574,92302,2,4,40429.27403,1536,864,5308416,0.964867944,2060.6992
0,80,0.488,8,2563,387584,782336,399104,768,0,0,0,0,768,2,4,1305,105753,216953,112207,2,4,25158.0083,1536,864,5308416,0.959988728,5867.223118
0,100,0,4,163,24224,48896,24944,48,0,0,0,0,48,2,4,115,13177,26800,13753,2,4,5130.158453,1920,1080,8294400,0.771015092,190.092585
0,100,0,5,323,48448,97792,49888,96,0,0,0,0,96,2,4,169,12772,26281,13623,2,4,5832.91864,1920,1080,8294400,0.837014374,577.483336
0,100,0,6,643,96896,195584,99776,192,0,0,0,0,192,2,4,403,42884,87470,44949,2,4,32223.13467,1920,1080,8294400,0.899477126,1491.791026
0,100,0,7,1283,193792,391168,199552,384,0,0,0,0,384,2,4,792,80040,163124,83838,2,4,35901.90389,1920,1080,8294400,0.964068016,3870.830599
0,100,0,8,2563,387584,782336,399104,768,0,0,0,0,768,2,4,1198,82533,169395,87554,2,4,17885.02146,1920,1080,8294400,0.975603483,13450.45922
0,100,0.122,4,163,24224,48896,24944,48,0,0,0,0,48,2,4,110,12261,25014,12875,2,4,2117.525939,1920,1080,8294400,0.735287399,235.474208
0,100,0.122,5,323,48448,97792,49888,96,0,0,0,0,96,2,4,202,21503,43706,22408,2,4,8868.261614,1920,1080,8294400,0.969059335,437.887192
0,100,0.122,6,643,96896,195584,99776,192,0,0,0,0,192,2,4,421,45155,91894,47179,2,4,17046.33576,1920,1080,8294400,0.928210086,1477.088109
0,100,0.122,7,1283,193792,391168,199552,384,0,0,0,0,384,2,4,859,95102,193156,99016,2,4,19789.77529,1920,1080,8294400,0.962876094,4587.376134
0,100,0.122,8,2563,387584,782336,399104,768,0,0,0,0,768,2,4,1349,123283,251713,129532,2,4,121931.2462,1920,1080,8294400,0.983616963,4351.981618
