File,Server,Render engine,Percentage of resolution,increass FOV of camera,Duplication,objects in the Scene,Vertices in the Scene,Edges in the Scene,Faces in the Scene,Lights,Point lights,Sun lights,Spot lights,Hemi lights,Area lights,Texeures of lights,Materials in the Scene,Texeures in the Scene,Objects in Camera view,Vertices in Camera view,Edges in Camera view,Faces in Camera view,Materials in Camera view,Textures in Camera view,Area of face,Width,Height,pixels,Render time,Coverage
Ana_1,nmsl5,BLENDER_RENDER,60.0,0.244,6,323,149056,294848,145920,192,128,0,0,0,64,0,1,3,321,132367,262205,129932,1,3,6485.44534414739,480.0,360.0,691200.0,12.498794,0.5657747773879888
Ana_1,nmsl5,BLENDER_RENDER,60.0,0.244,7,643,298112,589696,291840,384,256,0,0,0,128,0,1,3,639,265358,526048,260833,1,3,11039.042248799458,480.0,360.0,691200.0,31.572877,0.7449306624630203
Ana_1,nmsl5,BLENDER_RENDER,60.0,0.244,8,1283,596224,1179392,583680,768,512,0,0,0,256,0,1,3,1280,508564,1009077,500644,1,3,24926.416237848694,480.0,360.0,691200.0,47.002062,0.7539818617973795
Ana_1,nmsl5,BLENDER_RENDER,60.0,0.366,4,83,37264,73712,36480,48,32,0,0,0,16,0,1,3,81,39593,78319,38760,1,3,2716.583558444596,480.0,360.0,691200.0,5.16407,0.366281181829598
Ana_1,nmsl5,BLENDER_RENDER,60.0,0.366,5,163,74528,147424,72960,96,64,0,0,0,32,0,1,3,161,61285,121478,60240,1,3,742.5893841511988,480.0,360.0,691200.0,12.45965,0.4208107279518501
Ana_1,nmsl5,BLENDER_RENDER,60.0,0.366,6,323,149056,294848,145920,192,128,0,0,0,64,0,1,3,310,86566,172193,85686,1,3,4660.109647013871,480.0,360.0,691200.0,11.130586,0.5587943603807689
Ana_1,nmsl5,BLENDER_RENDER,60.0,0.366,7,643,298112,589696,291840,384,256,0,0,0,128,0,1,3,641,268172,531828,263759,1,3,10586.686984865863,480.0,360.0,691200.0,37.340754,0.7814744780920794
Ana_1,nmsl5,BLENDER_RENDER,60.0,0.366,8,1283,596224,1179392,583680,768,512,0,0,0,256,0,1,3,1278,532898,1055366,522832,1,3,43860.6189526685,480.0,360.0,691200.0,36.297109,0.7854488585476017
Ana_1,nmsl5,BLENDER_RENDER,60.0,0.488,4,83,37264,73712,36480,48,32,0,0,0,16,0,1,3,81,37507,74283,36807,1,3,2200.0482664832234,480.0,360.0,691200.0,6.108208,0.40708899786256175
Ana_1,nmsl5,BLENDER_RENDER,60.0,0.488,5,163,74528,147424,72960,96,64,0,0,0,32,0,1,3,161,70874,140353,69529,1,3,979.6732571674908,480.0,360.0,691200.0,9.918187,0.711040574680071
Ana_1,nmsl5,BLENDER_RENDER,60.0,0.488,6,323,149056,294848,145920,192,128,0,0,0,64,0,1,3,317,104173,207075,102944,1,3,3096.8021350884155,480.0,360.0,691200.0,19.335167,0.5768054345284164
Ana_1,nmsl5,BLENDER_RENDER,60.0,0.488,7,643,298112,589696,291840,384,256,0,0,0,128,0,1,3,641,271937,538647,266880,1,3,23935.525165984844,480.0,360.0,691200.0,15.714779,0.8415565178069516
Ana_1,nmsl5,BLENDER_RENDER,60.0,0.488,8,1283,596224,1179392,583680,768,512,0,0,0,256,0,1,3,1207,305877,607623,301952,1,3,26251.224714403947,480.0,360.0,691200.0,26.63033,0.7827441255253481
Ana_1,nmsl5,BLENDER_RENDER,80.0,0.0,4,83,37264,73712,36480,48,32,0,0,0,16,0,1,3,81,18851,37806,18956,1,3,541.1106801431724,640.0,480.0,1228800.0,6.453739,0.5199645768335204
Ana_1,nmsl5,BLENDER_RENDER,80.0,0.0,5,163,74528,147424,72960,96,64,0,0,0,32,0,1,3,161,37661,74773,37157,1,3,2858.4325810344817,640.0,480.0,1228800.0,8.605694,0.6353062416561217
Ana_1,nmsl5,BLENDER_RENDER,80.0,0.0,6,323,149056,294848,145920,192,128,0,0,0,64,0,1,3,321,87444,173540,86197,1,3,2335.964442672167,640.0,480.0,1228800.0,16.578188,0.5489858033767374
Ana_1,nmsl5,BLENDER_RENDER,80.0,0.0,7,643,298112,589696,291840,384,256,0,0,0,128,0,1,3,641,208523,414326,205928,1,3,14480.5781440131,640.0,480.0,1228800.0,38.053117,0.8385062305070723
Ana_1,nmsl5,BLENDER_RENDER,80.0,0.0,8,1283,596224,1179392,583680,768,512,0,0,0,256,0,1,3,1251,219929,442630,222714,1,3,9981.18355183745,640.0,480.0,1228800.0,54.874639,0.7084129032690841
Ana_1,nmsl5,BLENDER_RENDER,80.0,0.122,4,83,37264,73712,36480,48,32,0,0,0,16,0,1,3,81,34323,68041,33732,1,3,1874.9095945967256,640.0,480.0,1228800.0,5.6624,0.4509883415371005
Ana_1,nmsl5,BLENDER_RENDER,80.0,0.122,5,163,74528,147424,72960,96,64,0,0,0,32,0,1,3,161,75538,149837,74337,1,3,1370.5117069008747,640.0,480.0,1228800.0,32.334521,0.42909594769051534
Ana_1,nmsl5,BLENDER_RENDER,80.0,0.122,6,323,149056,294848,145920,192,128,0,0,0,64,0,1,3,321,149023,294933,146017,1,3,19289.015485177923,640.0,480.0,1228800.0,10.037836,0.5934629734087725
Ana_1,nmsl5,BLENDER_RENDER,80.0,0.122,7,643,298112,589696,291840,384,256,0,0,0,128,0,1,3,641,285196,564658,279666,1,3,12337.544648439754,640.0,480.0,1228800.0,25.120582,0.7442160269671654
Ana_1,nmsl5,BLENDER_RENDER,80.0,0.122,8,1283,596224,1179392,583680,768,512,0,0,0,256,0,1,3,1281,560044,1109531,549749,1,3,40738.769852207944,640.0,480.0,1228800.0,44.176582,0.7010836007341955
Ana_1,nmsl5,BLENDER_RENDER,80.0,0.244,4,83,37264,73712,36480,48,32,0,0,0,16,0,1,3,81,38763,76729,37990,1,3,913.684141363583,640.0,480.0,1228800.0,8.111633,0.5469115895374836
Ana_1,nmsl5,BLENDER_RENDER,80.0,0.244,5,163,74528,147424,72960,96,64,0,0,0,32,0,1,3,161,74292,147039,72805,1,3,8636.205015214262,640.0,480.0,1228800.0,7.452362,0.6022583121411663
Ana_1,nmsl5,BLENDER_RENDER,80.0,0.244,6,323,149056,294848,145920,192,128,0,0,0,64,0,1,3,321,137390,272373,135063,1,3,3338.9389337693033,640.0,480.0,1228800.0,21.397538,0.7970087358109702
Ana_1,nmsl5,BLENDER_RENDER,80.0,0.244,7,643,298112,589696,291840,384,256,0,0,0,128,0,1,3,641,269137,533829,264795,1,3,6098.5700247882505,640.0,480.0,1228800.0,95.657715,0.6875784975050336
Ana_1,nmsl5,BLENDER_RENDER,80.0,0.244,8,1283,596224,1179392,583680,768,512,0,0,0,256,0,1,3,1267,444486,882266,437901,1,3,20445.38196636257,640.0,480.0,1228800.0,55.807224,0.718850980178267
Ana_1,nmsl5,BLENDER_RENDER,80.0,0.366,4,83,37264,73712,36480,48,32,0,0,0,16,0,1,3,81,36942,73206,36280,1,3,4431.454690943021,640.0,480.0,1228800.0,4.391476,0.5110543753586956
Ana_1,nmsl5,BLENDER_RENDER,80.0,0.366,5,163,74528,147424,72960,96,64,0,0,0,32,0,1,3,160,55248,109526,54330,1,3,876.7357272861005,640.0,480.0,1228800.0,12.746796,0.5825958690005404
Ana_1,nmsl5,BLENDER_RENDER,80.0,0.366,6,323,149056,294848,145920,192,128,0,0,0,64,0,1,3,309,86604,172337,85753,1,3,2543.8129314936664,640.0,480.0,1228800.0,76.877367,0.45671186201722386
Ana_1,nmsl5,BLENDER_RENDER,80.0,0.366,7,643,298112,589696,291840,384,256,0,0,0,128,0,1,3,641,257866,512094,254277,1,3,13095.589732271688,640.0,480.0,1228800.0,37.998081,0.6948689754061425
Ana_1,nmsl5,BLENDER_RENDER,80.0,0.366,8,1283,596224,1179392,583680,768,512,0,0,0,256,0,1,3,1250,366077,726422,360492,1,3,6757.313968654449,640.0,480.0,1228800.0,95.182474,0.6550344983111567
Ana_1,nmsl5,BLENDER_RENDER,80.0,0.488,4,83,37264,73712,36480,48,32,0,0,0,16,0,1,3,76,16323,32428,16123,1,3,140.07758167917882,640.0,480.0,1228800.0,4.685556,0.34390033469117265
Ana_1,nmsl5,BLENDER_RENDER,80.0,0.488,5,163,74528,147424,72960,96,64,0,0,0,32,0,1,3,161,75899,150136,74301,1,3,9665.564518061525,640.0,480.0,1228800.0,7.68443,0.6252128327072656
Ana_1,nmsl5,BLENDER_RENDER,80.0,0.488,6,323,149056,294848,145920,192,128,0,0,0,64,0,1,3,319,106936,212898,105968,1,3,2409.748346592555,640.0,480.0,1228800.0,27.031726,0.4981392080354311
Ana_1,nmsl5,BLENDER_RENDER,80.0,0.488,7,643,298112,589696,291840,384,256,0,0,0,128,0,1,3,610,158945,315545,156700,1,3,15471.792764143542,640.0,480.0,1228800.0,16.053625,0.6284462103897857
Ana_1,nmsl5,BLENDER_RENDER,80.0,0.488,8,1283,596224,1179392,583680,768,512,0,0,0,256,0,1,3,1261,452060,896614,444808,1,3,19961.16801755559,640.0,480.0,1228800.0,67.713943,0.7199077646970331
Ana_1,nmsl5,BLENDER_RENDER,100.0,0.0,4,83,37264,73712,36480,48,32,0,0,0,16,0,1,3,81,39541,78273,38754,1,3,1658.6891714946146,800.0,600.0,1920000.0,7.70368,0.3958911306923433
Ana_1,nmsl5,BLENDER_RENDER,100.0,0.0,5,163,74528,147424,72960,96,64,0,0,0,32,0,1,3,161,58563,116292,57770,1,3,1086.6782593983753,800.0,600.0,1920000.0,20.398673,0.7556496567412717
Ana_1,nmsl5,BLENDER_RENDER,100.0,0.0,6,323,149056,294848,145920,192,128,0,0,0,64,0,1,3,321,143568,284512,141015,1,3,4385.073404789118,800.0,600.0,1920000.0,26.64371,0.8804867107435714
