File,Server,Render engine,Percentage of resolution,increass FOV of camera,Duplication,objects in the Scene,Vertices in the Scene,Edges in the Scene,Faces in the Scene,Lights,Point lights,Sun lights,Spot lights,Hemi lights,Area lights,Texeures of lights,Materials in the Scene,Texeures in the Scene,Objects in Camera view,Vertices in Camera view,Edges in Camera view,Faces in Camera view,Materials in Camera view,Textures in Camera view,Area of face,Width,Height,pixels,Render time,Coverage
Bambo_House_1,nmsl5,CYCLES,40.0,0.366,1,35,47738,90908,44254,0,0,0,0,0,0,0,11,10,33,47738,90908,44254,11,10,1439.1859440058493,768.0,432.0,1327104.0,56.167429,0.21201657568499735
Bambo_House_1,nmsl5,BLENDER_RENDER,40.0,0.366,2,67,95476,181816,88508,0,0,0,0,0,0,0,11,10,65,85957,168375,84082,11,10,4185.671841177023,768.0,432.0,1327104.0,0.237669,0.40123402121578094
Bambo_House_1,nmsl5,CYCLES,40.0,0.366,2,67,95476,181816,88508,0,0,0,0,0,0,0,11,10,65,95476,181816,88508,11,10,4376.418156480708,768.0,432.0,1327104.0,112.73179,0.2847885582845742
Bambo_House_1,nmsl5,BLENDER_RENDER,40.0,0.366,3,131,190952,363632,177016,0,0,0,0,0,0,0,11,10,129,152943,311520,160505,11,10,6383.957337286535,768.0,432.0,1327104.0,0.444812,0.38113311028594216
Bambo_House_1,nmsl5,CYCLES,40.0,0.366,3,131,190952,363632,177016,0,0,0,0,0,0,0,11,10,129,190952,363632,177016,11,10,8244.035783589952,768.0,432.0,1327104.0,124.995685,0.3313212550707996
Bambo_House_1,nmsl5,BLENDER_RENDER,40.0,0.366,4,259,381904,727264,354032,0,0,0,0,0,0,0,11,10,257,340913,671142,335949,11,10,13089.649327796653,768.0,432.0,1327104.0,0.919409,0.7469672730380601
Bambo_House_1,nmsl5,CYCLES,40.0,0.366,4,259,381904,727264,354032,0,0,0,0,0,0,0,11,10,257,328803,658754,334190,11,10,18926.825205316465,768.0,432.0,1327104.0,183.772815,0.5692568416464258
Bambo_House_1,nmsl5,BLENDER_RENDER,40.0,0.488,0,19,23869,45454,22127,0,0,0,0,0,0,0,11,10,17,23869,45454,22127,11,10,846.0620823136181,768.0,432.0,1327104.0,0.08012,0.06648275331682985
Bambo_House_1,nmsl5,CYCLES,40.0,0.488,0,19,23869,45454,22127,0,0,0,0,0,0,0,11,10,17,23869,45454,22127,11,10,846.0620823136181,768.0,432.0,1327104.0,28.374129,0.06648275331682985
Bambo_House_1,nmsl5,BLENDER_RENDER,40.0,0.488,1,35,47738,90908,44254,0,0,0,0,0,0,0,11,10,33,47738,90908,44254,11,10,1437.2742470261157,768.0,432.0,1327104.0,0.149921,0.15264052343542547
Bambo_House_1,nmsl5,CYCLES,40.0,0.488,1,35,47738,90908,44254,0,0,0,0,0,0,0,11,10,33,47738,90908,44254,11,10,1614.9540715081953,768.0,432.0,1327104.0,33.101025,0.1803355416502302
Bambo_House_1,nmsl5,BLENDER_RENDER,40.0,0.488,2,67,95476,181816,88508,0,0,0,0,0,0,0,11,10,65,94568,180523,88018,11,10,1967.6504817373896,768.0,432.0,1327104.0,0.245188,0.2544271188856008
Bambo_House_1,nmsl5,CYCLES,40.0,0.488,2,67,95476,181816,88508,0,0,0,0,0,0,0,11,10,65,95476,181816,88508,11,10,4757.756237641275,768.0,432.0,1327104.0,86.753987,0.3200932299703437
Bambo_House_1,nmsl5,BLENDER_RENDER,40.0,0.488,3,131,190952,363632,177016,0,0,0,0,0,0,0,11,10,129,163132,323996,163818,11,10,10719.612035209766,768.0,432.0,1327104.0,0.444462,0.4524120285940869
Bambo_House_1,nmsl5,CYCLES,40.0,0.488,3,131,190952,363632,177016,0,0,0,0,0,0,0,11,10,129,189443,361298,176147,11,10,6095.673706719921,768.0,432.0,1327104.0,114.557978,0.47059088418877293
Bambo_House_1,nmsl5,BLENDER_RENDER,40.0,0.488,4,259,381904,727264,354032,0,0,0,0,0,0,0,11,10,255,305653,623858,322255,11,10,11919.5679133051,768.0,432.0,1327104.0,0.93775,0.612600945491083
Bambo_House_1,nmsl5,CYCLES,40.0,0.488,4,259,381904,727264,354032,0,0,0,0,0,0,0,11,10,257,364741,702762,345900,11,10,19785.553810006906,768.0,432.0,1327104.0,178.428886,0.5346861537633234
